filename,bounding_boxes
000096_jpg.rf.c9f3a9d623f59933b29889153b591624.jpg,"[{""tool"": ""wrench"", ""bbox"": [35, 309, 674, 484]}]"
20231102151116_jpg.rf.3e27d6564f71cc7f6b6d6965feb1532.jpg,"[{""tool"": ""hand"", ""bbox"": [589, 276, 699, 430]}, {""tool"": ""wrench"", ""bbox"": [297, 490, 447, 656]}, {""tool"": ""wrench"", ""bbox"": [255, 590, 301, 744]}, {""tool"": ""wrench"", ""bbox"": [229, 465, 275, 632]}, {""tool"": ""wrench"", ""bbox"": [132, 317, 222, 547]}, {""tool"": ""wrench"", ""bbox"": [255, 409, 349, 437]}, {""tool"": ""wrench"", ""bbox"": [359, 104, 476, 259]}, {""tool"": ""wrench"", ""bbox"": [367, 195, 444, 400]}, {""tool"": ""wrench"", ""bbox"": [495, 281, 515, 487]}]"
71EJRSJIWD18_jpg.rf.750cc2f5939a769f841399c766636ab6.jpg,"[{""tool"": ""hammer"", ""bbox"": [395, 40, 687, 755]}, {""tool"": ""wrench"", ""bbox"": [339, 204, 409, 689]}, {""tool"": ""wrench"", ""bbox"": [259, 239, 324, 679]}, {""tool"": ""wrench"", ""bbox"": [189, 317, 237, 662]}]"
bigstock_Tools_645470-CLASS-IMAGE_jpg.rf.061c62932440f2f5242461ba5ff7ed0f.jpg,"[{""tool"": ""hammer"", ""bbox"": [30, 165, 684, 597]}, {""tool"": ""pliers"", ""bbox"": [46, 547, 437, 719]}, {""tool"": ""wrench"", ""bbox"": [424, 507, 632, 719]}, {""tool"": ""wrench"", ""bbox"": [200, 187, 600, 345]}]"
2023-08-17_12-09-13_png_jpg.rf.c71a42b2dd00b571ab6e9ab1418a1a99.jpg,"[{""tool"": ""screwdriver"", ""bbox"": [219, 407, 516, 553]}]"
20231102151220_jpg.rf.87a52dc3f4c065ec4498d09fa78bb3c4.jpg,"[{""tool"": ""gas wrench"", ""bbox"": [276, 415, 380, 559]}]"
screw_driver865_jpg.rf.3406afb30f36b27cd021e332f4958172.jpg,"[{""tool"": ""phillips screwdriver"", ""bbox"": [60, 35, 647, 728]}]"
20231102151244_jpg.rf.2ebfef8d2a7ba2e33c0e9aa16b0890a0.jpg,"[{""tool"": ""hand"", ""bbox"": [304, 395, 376, 648]}, {""tool"": ""pliers"", ""bbox"": [272, 390, 337, 590]}]"
nipper02_jpg.rf.dc201d4c95632485cff6c2d1779f859b.jpg,"[{""tool"": ""cutters"", ""bbox"": [119, 65, 647, 658]}]"
hammer12_jpg.rf.5b96d95627e08a203dfb085ea1df9d51.jpg,"[{""tool"": ""gas wrench"", ""bbox"": [205, 1, 497, 663]}, {""tool"": ""hand"", ""bbox"": [1, 628, 469, 756]}]"
top-view-steel-hammer-with-other-construction-elements-tools_23-2150576463_jpg.rf.e5044844d87601da09f1e27d7b77b2c2.jpg,"[{""tool"": ""cutting pliers"", ""bbox"": [1, 198, 167, 340]}, {""tool"": ""hammer"", ""bbox"": [405, 179, 614, 621]}, {""tool"": ""needle-nose pliers"", ""bbox"": [425, 445, 566, 641]}, {""tool"": ""ratchet"", ""bbox"": [540, 127, 615, 362]}, {""tool"": ""screwdriver"", ""bbox"": [1, 354, 161, 401]}]"
ToolsCollection3dmodels002-jpg89c5b487-32e8-4687-b2a4-b2cddc7470c9DefaultHQ_jpg.rf.b8af4011ac23aa301625e02f20f7a1be.jpg,"[{""tool"": ""gas_wrench"", ""bbox"": [80, 64, 179, 463]}, {""tool"": ""hammer"", ""bbox"": [519, 49, 632, 472]}, {""tool"": ""hammer"", ""bbox"": [336, 49, 477, 472]}, {""tool"": ""needle_nose_pliers"", ""bbox"": [149, 510, 195, 696]}, {""tool"": ""pliers"", ""bbox"": [279, 501, 350, 696]}, {""tool"": ""pliers"", ""bbox"": [367, 539, 434, 696]}, {""tool"": ""ratchet"", ""bbox"": [280, 79, 324, 472]}, {""tool"": ""scissors"", ""bbox"": [525, 501, 619, 715]}, {""tool"": ""wrench"", ""bbox"": [189, 69, 256, 472]}]"
20231102151542_jpg.rf.2569bd2adbe09adfa51f0eaf2e588a6a.jpg,"[{""tool"": ""backsaw"", ""bbox"": [180, 435, 416, 607]}, {""tool"": ""gas_wrench"", ""bbox"": [1, 389, 109, 550]}, {""tool"": ""hammer"", ""bbox"": [247, 311, 449, 484]}, {""tool"": ""needle_nose_pliers"", ""bbox"": [419, 487, 507, 655]}, {""tool"": ""pliers"", ""bbox"": [155, 260, 232, 411]}, {""tool"": ""ratchet"", ""bbox"": [254, 99, 294, 329]}, {""tool"": ""screwdriver"", ""bbox"": [89, 307, 142, 435]}]"
screw_driver803_jpg.rf.f80005efd18f7182e32bbbcbac9734e5.jpg,"[{""tool"": ""hammer"", ""bbox"": [304, 156, 600, 417]}, {""tool"": ""wrench"", ""bbox"": [178, 50, 579, 719]}]"
20231102151717_jpg.rf.be6b7fcc5b072be7b4a8f60047d73ec6.jpg,"[{""tool"": ""Adjustable spanner"", ""bbox"": [574, 460, 659, 618]}, {""tool"": ""Backsaw"", ""bbox"": [395, 149, 499, 589]}, {""tool"": ""Cutting pliers"", ""bbox"": [160, 305, 235, 412]}, {""tool"": ""Drill"", ""bbox"": [574, 245, 691, 467]}, {""tool"": ""Gas wrench"", ""bbox"": [294, 625, 379, 737]}, {""tool"": ""Hammer"", ""bbox"": [262, 117, 317, 399]}, {""tool"": ""Needle-nose pliers"", ""bbox"": [111, 442, 242, 639]}, {""tool"": ""Screwdriver"", ""bbox"": [137, 199, 265, 249]}]"
D_NQ_NP_653238-MLV42032733688_062020-F_jpg.rf.df22c3eb997a8a26215a5a582a387d4e.jpg,"[{""tool"": ""hammer"", ""bbox"": [89, 37, 685, 559]}, {""tool"": ""needle-nose pliers"", ""bbox"": [164, 430, 462, 662]}, {""tool"": ""pliers"", ""bbox"": [377, 244, 635, 512]}, {""tool"": ""utility knife"", ""bbox"": [359, 450, 632, 724]}]"
2023-08-17_12-09-41_png_jpg.rf.0037e9d3ccfa30488415a220fc1a81b9.jpg,"[{""tool"": ""adjustable spanner"", ""bbox"": [309, 194, 512, 622]}]"
20231102151630_jpg.rf.9e236c709153402d629bf24e058e92ef.jpg,"[{""tool"": ""gun"", ""bbox"": [109, 438, 207, 635]}, {""tool"": ""gun"", ""bbox"": [235, 325, 411, 605]}, {""tool"": ""hand_grip"", ""bbox"": [286, 619, 390, 734]}, {""tool"": ""needle_nose_pliers"", ""bbox"": [155, 309, 230, 415]}, {""tool"": ""pistol"", ""bbox"": [235, 325, 411, 605]}, {""tool"": ""wrench"", ""bbox"": [346, 1, 411, 139]}]"
2023-08-17_12-09-00_png_jpg.rf.db5e179419ca4d0c5d488a98caa60f66.jpg,"[{""tool"": "" Screwdriver "", ""bbox"": [384, 145, 490, 687]}]"
20231102151436_jpg.rf.a09cb270a073344707a09ae3fd4d662b.jpg,"[{""tool"": ""gun"", ""bbox"": [234, 409, 387, 569]}]"
20231102151614_jpg.rf.564d314d67f7839ddcfa114689d47631.jpg,"[{""tool"": ""hand"", ""bbox"": [145, 670, 259, 756]}, {""tool"": ""wrench"", ""bbox"": [348, 1, 410, 141]}]"
000091_jpg.rf.eb36dba75f6fdf7c59c162fd7643a578.jpg,"[{""tool"": ""adjustable spanner"", ""bbox"": [94, 25, 670, 689]}]"
